opel	automotive	companyB	automotive	3	8.426966292134831e-05	0.0006666666666666666
bieffe	technology	companyB	automotive	3	0.06	0.0006666666666666666
alstom	automotive	brembo	automotive	1	0.00028571428571428574	9.09090909090909e-05
marelli	automotive	alstom	automotive	1	2.325581395348837e-05	0.00028571428571428574
accenture	consulting	altran	consulting	1	1.6025641025641025e-06	0.0003333333333333333
cnh	automotive	agritalia	food	2	3.1746031746031745e-05	0.02857142857142857
fca	automotive	luxottica	retail	2	1.0582010582010582e-05	2.5e-05
audi	automotive	porsche	automotive	3	3.529411764705882e-05	0.00011111111111111112
trw	automotive	companyB	automotive	1	1.6666666666666667e-05	0.00022222222222222223
fiat	automotive	honda	automotive	2	1.0526315789473684e-05	9.569377990430622e-06
marelli	automotive	fca	automotive	2	4.651162790697674e-05	1.0582010582010582e-05
aston	automotive	companyB	automotive	2	0.0008163265306122449	0.00044444444444444447
brembo	automotive	companyA	automotive	2	0.0001818181818181818	0.0011111111111111111
hugo boss	fation	companyA	automotive	2	0.00016666666666666666	0.0011111111111111111
tor vergata	academia	mechinno	technology	1	0.0004347826086956522	0.0044444444444444444
fca	automotive	mclaren	automotive	1	5.291005291005291e-06	0.0002632964718272775
marelli	automotive	avl	automotive	2	4.651162790697674e-05	0.004
mediagroup98	communication	adecco	hr	1	0.003703703703703704	0.0005
mclaren	automotive	toyota	automotive	1	0.0002632964718272775	3.003003003003003e-06
morris	tobacco	cnh	automotive	1	1.2195121951219513e-05	1.5873015873015872e-05
companyD	automotive	mechinno	technology	1	0.006666666666666667	0.0044444444444444444
kpmg	consulting	companyB	automotive	1	4.566210045662101e-06	0.00022222222222222223
companyB	automotive	audi	automotive	1	0.00022222222222222223	1.1764705882352942e-05
bosch	technology	companyB	automotive	11	7.913669064748202e-05	0.0024444444444444444
renault	automotive	companyA	automotive	1	5.524861878453038e-06	0.0005555555555555556
iveco	automotive	ht	technology	1	2.9411764705882354e-05	0.025
altran	consulting	avl	automotive	1	0.0003333333333333333	0.002
volkswagen	automotive	mercedes	automotive	1	1.4903129657228019e-06	5.813953488372093e-06
fpt	automotive	companyA	automotive	1	0.00011904761904761905	0.0005555555555555556
mechinno	technology	companyA	automotive	5	0.022222222222222223	0.002777777777777778
tor vergata	academia	companyB	automotive	5	0.002173913043478261	0.0011111111111111111
akka	consulting	companyB	automotive	1	4.545454545454545e-05	0.00022222222222222223
altran	consulting	companyC	automotive	1	0.0003333333333333333	0.0033333333333333335
experis	consulting	companyB	automotive	1	3.7037037037037037e-05	0.00022222222222222223
turin polytechnic	academia	companyA	automotive	3	0.0005890437855880621	0.0016666666666666668
rover	automotive	companyB	automotive	5	0.0008333333333333334	0.0011111111111111111
volvo	automotive	companyC	automotive	1	1.201923076923077e-05	0.0033333333333333335
companyE	automotive	volkswagen	automotive	1	0.0005263157894736842	1.4903129657228019e-06
mclaren	automotive	companyA	automotive	7	0.0018430753027909425	0.0038888888888888888
companyB	automotive	aston	automotive	2	0.00044444444444444447	0.0008163265306122449
companyB	automotive	mclaren	automotive	1	0.00022222222222222223	0.0002632964718272775
ht	technology	companyB	automotive	5	0.125	0.0011111111111111111
edag	automotive	companyB	automotive	1	0.0001269035532994924	0.00022222222222222223
altran	consulting	fiat	automotive	1	0.0003333333333333333	5.263157894736842e-06
toro rosso	automotive	alphatauri	automotive	1	0.0016666666666666668	0.0016666666666666668
companyD	automotive	companyA	automotive	4	0.02666666666666667	0.0022222222222222222
companyB	automotive	mara	fation	2	0.00044444444444444447	0.0003636363636363636
fca	automotive	companyA	automotive	26	0.00013756613756613756	0.014444444444444444
fiat	automotive	samaco	automotive	1	5.263157894736842e-06	0.0006915629322268327
agritalia	food	companyA	automotive	2	0.02857142857142857	0.0011111111111111111
ansaldo	energy	fca	automotive	1	0.00028571428571428574	5.291005291005291e-06
iveco	automotive	cnh	automotive	1	2.9411764705882354e-05	1.5873015873015872e-05
companyA	automotive	bosch	technology	1	0.0005555555555555556	7.1942446043165465e-06
armani	fation	accenture	consulting	1	0.00015384615384615385	1.6025641025641025e-06
vestas	technology	companyA	automotive	4	0.00018604651162790697	0.0022222222222222222
turin polytechnic	academia	companyC	automotive	2	0.00039269585705870805	0.006666666666666667
technogym	retail	companyA	automotive	1	0.0004347826086956522	0.0005555555555555556
luxottica	retail	mattel	manufacturing	1	1.25e-05	2.7548209366391185e-05
segula	technology	nissan	automotive	1	7.692307692307693e-05	7.3529411764705884e-06
italdesign	technology	stellantis	automotive	1	0.0010070493454179255	2.5e-06
ansaldo	energy	altran	consulting	1	0.00028571428571428574	0.0003333333333333333
toyota	automotive	companyB	automotive	5	1.5015015015015015e-05	0.0011111111111111111
beiersdorf	manufacturing	companyB	automotive	1	5e-05	0.00022222222222222223
audi	automotive	lotus	automotive	1	1.1764705882352942e-05	0.0006724949562878278
porsche	automotive	companyC	automotive	1	3.7037037037037037e-05	0.0033333333333333335
audi	automotive	companyB	automotive	5	5.882352941176471e-05	0.0011111111111111111
bottega veneta	fation	companyB	automotive	1	0.0002663825253063399	0.00022222222222222223
bmw	automotive	opel	automotive	1	7.751937984496124e-06	2.808988764044944e-05
companyA	automotive	gabbana	fation	1	0.0005555555555555556	0.00044543429844097997
avio	aerospace	valeo	automotive	1	0.0001923076923076923	1.0893246187363834e-05
companyC	automotive	iveco	automotive	3	0.01	8.823529411764706e-05
valeo	automotive	companyB	automotive	2	2.1786492374727668e-05	0.00044444444444444447
pwc	consulting	companyB	automotive	3	1.2e-05	0.0006666666666666666
cnh	automotive	companyA	automotive	5	7.936507936507937e-05	0.002777777777777778
fev	automotive	companyA	automotive	2	0.0015384615384615385	0.0011111111111111111
morris	tobacco	fca	automotive	1	1.2195121951219513e-05	5.291005291005291e-06
bosch	technology	marelli	automotive	2	1.4388489208633093e-05	4.651162790697674e-05
companyB	automotive	companyA	automotive	31	0.006888888888888889	0.017222222222222222
stmicroelectronics	technology	companyB	automotive	2	4.347826086956522e-05	0.00044444444444444447
crif	banking	companyB	automotive	1	0.0002380952380952381	0.00022222222222222223
unibo	academia	companyA	automotive	4	0.0006800408024481469	0.0022222222222222222
altran	consulting	alten	consulting	1	0.0003333333333333333	2.9411764705882354e-05
renault	automotive	porsche	automotive	1	5.524861878453038e-06	3.7037037037037037e-05
siemens	technology	companyC	automotive	2	5.194805194805194e-06	0.006666666666666667
italdesign	technology	audi	automotive	1	0.0010070493454179255	1.1764705882352942e-05
tesla	automotive	rolls royce	automotive	1	1.0101010101010101e-05	2.7624309392265193e-05
almani	technology	companyA	automotive	1	0.00013333333333333334	0.0005555555555555556
cnh	automotive	bosch	technology	1	1.5873015873015872e-05	7.1942446043165465e-06
